market;date;type;isin;description;issuer;issue_date;expiration_date;currency;last_price;last_price_date;nominal_price
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0422714065;CH  CAJAMAR-II 0,750 06/2021;CAJAMAR;14/04/2016;30/06/2021;EUR;100,0000;14/04/2016;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0422714115;CH  CAJAMAR-II 1,150 09/2024;CAJAMAR;15/09/2017;15/09/2024;EUR;100,0000;15/09/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0422714073;CH  CAJAMAR-III 1,000 06/2022;CAJAMAR;14/04/2016;30/06/2022;EUR;100,0000;14/04/2016;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413464019;CH  Cajasur Banco-  VBLE 03/2020;Cajasur Banco;16/03/2015;16/03/2020;EUR;100,0000;16/03/2015;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413320096;CH  DEUTSCHE SAE-  0,500 03/2024;DEUTSCHE SAE;11/09/2018;11/03/2024;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413320054;CH  DEUTSCHE SAE-  0,625 11/2020;DEUTSCHE SAE;25/11/2015;25/11/2020;EUR;102,2210;13/09/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413320088;CH  DEUTSCHE SAE-  0,625 12/2021;DEUTSCHE SAE;15/12/2016;15/12/2021;EUR;102,4310;13/09/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413320104;CH  DEUTSCHE SAE-  0,875 01/2025;DEUTSCHE SAE;16/01/2019;16/01/2025;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413320062;CH  DEUTSCHE SAE-  1,125 01/2023;DEUTSCHE SAE;20/01/2016;20/01/2023;EUR;103,9950;29/08/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413320070;CH  DEUTSCHE SAE-  VBLE 06/2021;DEUTSCHE SAE;23/03/2016;23/06/2021;EUR;100,0000;24/03/2016;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413320039;CH  DEUTSCHE SAE-4 VBLE 07/2022;DEUTSCHE SAE;28/06/2012;05/07/2022;EUR;99,8971;23/03/2016;50.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413320047;CH  DEUTSCHE SAE-5 VBLE 07/2024;DEUTSCHE SAE;28/06/2012;05/07/2024;EUR;97,7068;31/03/2016;50.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0414954174;CH  IBERCAJA-  4,500 07/2020;IBERCAJA;29/04/2010;31/07/2020;EUR;117,4500;12/04/2016;50.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0444251047;CH  IBERCAJA BAN-  0,250 10/2023;IBERCAJA BAN;18/10/2016;18/10/2023;EUR;99,4270;15/09/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0444251070;CH  IBERCAJA BAN-  VBLE 03/2028;IBERCAJA BAN;13/12/2018;13/03/2028;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0444251039;CH  IBERCAJA BAN-  VBLE 09/2020;IBERCAJA BAN;17/09/2012;17/09/2020;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0444251054;CH  IBERCAJA BAN-I VBLE 09/2022;IBERCAJA BAN;22/09/2017;22/09/2022;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0444251062;CH  IBERCAJA BAN-II VBLE 09/2024;IBERCAJA BAN;22/09/2017;22/09/2024;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0443307063;CH  KUTXABANK-  1,250 09/2025;KUTXABANK;22/09/2015;22/09/2025;EUR;103,4179;30/06/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0443307048;CH  KUTXABANK-  1,75 05/2021;KUTXABANK;27/05/2014;27/05/2021;EUR;106,4735;14/09/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0443307022;CH  KUTXABANK-  3,680 12/2026;KUTXABANK;21/05/2013;21/12/2026;EUR;99,9899;23/05/2013;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0443307055;CH  KUTXABANK-  VBLE 03/2020;KUTXABANK;30/03/2015;30/03/2020;EUR;100,0000;31/03/2015;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0443307030;CH  KUTXABANK-  VBLE 06/2021;KUTXABANK;07/06/2013;07/06/2021;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0414970246;CH  LA CAIXA-  3,625 01/2021;LA CAIXA;18/01/2006;18/01/2021;EUR;112,3410;05/09/2017;50.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0414970204;CH  LA CAIXA-  3,875 02/2025;LA CAIXA;17/02/2005;17/02/2025;EUR;123,9830;14/09/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0414970303;CH  LA CAIXA-  4,500 01/2022;LA CAIXA;28/06/2006;26/01/2022;EUR;119,3980;05/07/2017;50.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0414970451;CH  LA CAIXA-  5,4315 06/2038;LA CAIXA;13/06/2008;13/06/2038;EUR;142,3914;23/07/2014;50.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0414970501;CH  LA CAIXA-  VBLE 05/2021;LA CAIXA;14/05/2009;14/05/2021;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0468675030;CH  LIBERBANK-  0,250 09/2029;LIBERBANK;25/09/2019;25/09/2029;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0468675014;CH  LIBERBANK-  VBLE 07/2024;LIBERBANK;25/07/2017;25/07/2024;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0468675022;CH  LIBERBANK-  VBLE 12/2025;LIBERBANK;19/12/2018;19/12/2025;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413495021;CH  SANT CONSUME-  0,000 05/2022;SANT CONSUME;06/05/2019;06/05/2022;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900129;CH  SANTANDER-  3,875 02/2026;SANTANDER;06/02/2006;06/02/2026;EUR;126,4680;15/09/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900087;CH  SANTANDER-  4,000 04/2020;SANTANDER;07/04/2005;07/04/2020;EUR;111,1900;31/08/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900160;CH  SANTANDER-  4,625 05/2027;SANTANDER;04/05/2007;04/05/2027;EUR;133,6570;31/07/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900194;CH  SANTANDER-  VBLE 01/2022;SANTANDER;08/01/2010;08/01/2022;EUR;100,0000;11/01/2010;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900293;CH  SANTANDER-  VBLE 06/2020;SANTANDER;25/06/2012;25/06/2020;EUR;100,0019;26/06/2012;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900467;CH  SANTANDER-1 0,450 12/2021;SANTANDER;20/12/2016;20/12/2021;EUR;100,0000;21/12/2016;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900558;CH  SANTANDER-10 0,875 05/2031;SANTANDER;09/05/2019;09/05/2031;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900566;CH  SANTANDER-11 0,250 07/2029;SANTANDER;10/07/2019;10/07/2029;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900475;CH  SANTANDER-2 0,130 06/2022;SANTANDER;26/06/2017;26/06/2022;EUR;100,0000;27/06/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900483;CH  SANTANDER-3 0,025 06/2021;SANTANDER;26/06/2017;26/06/2021;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900368;CH  SANTANDER-31 1,125 11/2024;SANTANDER;27/11/2014;27/11/2024;EUR;104,6850;10/08/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900376;CH  SANTANDER-32 2,000 11/2034;SANTANDER;27/11/2014;27/11/2034;EUR;105,4312;03/08/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900384;CH  SANTANDER-33 0,750 09/2022;SANTANDER;09/09/2015;09/09/2022;EUR;102,8462;26/07/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900392;CH  SANTANDER-34 1,500 01/2026;SANTANDER;25/01/2016;25/01/2026;EUR;105,5724;19/07/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900400;CH  SANTANDER-35 2,038 02/2036;SANTANDER;29/02/2016;29/02/2036;EUR;104,3538;07/07/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900418;CH  SANTANDER-36 1,517 03/2028;SANTANDER;22/03/2016;22/03/2028;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900434;CH  SANTANDER-37 0,129 06/2021;SANTANDER;21/06/2016;21/06/2021;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900442;CH  SANTANDER-38 VBLE 06/2020;SANTANDER;27/06/2016;27/06/2020;EUR;100,0000;28/06/2016;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900491;CH  SANTANDER-4 0,160 06/2022;SANTANDER;26/06/2017;26/06/2022;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900509;CH  SANTANDER-5ª VBLE 11/2029;SANTANDER;29/11/2017;29/11/2029;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900517;CH  SANTANDER-6 VBLE 06/2023;SANTANDER;26/06/2018;26/06/2023;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900525;CH  SANTANDER-7 0,295 10/2022;SANTANDER;05/10/2018;05/10/2022;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900533;CH  SANTANDER-8 1,125 10/2028;SANTANDER;25/10/2018;25/10/2028;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0413900541;CH  SANTANDER-9 0,403 11/2023;SANTANDER;20/11/2018;20/11/2023;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0458759026;CH  UNICAJA-  VBLE 11/2022;UNICAJA;22/11/2010;22/11/2022;EUR;;;50.000,00
SDC;08/11/2019 17:30:00;CÉDULAS HIPOTECARIAS;ES0464872086;CH  UNICAJA-  VBLE 12/2021;UNICAJA;17/12/2009;17/12/2021;EUR;;;50.000,00
SDC;08/11/2019 17:30:00;CED. INTERNACIONALIZACIÓN;ES0413211964;CI  B.B.V.A-  VBLE 09/2022;B.B.V.A;26/09/2019;26/09/2022;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS MULTICEDENTES;ES0312298096;CM  AYT CEC.GLOB-10 4,250 10/2023;AYT CEC.GLOB;25/10/2006;25/10/2023;EUR;123,1574;11/09/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS MULTICEDENTES;ES0312298120;CM  AYT CEC.GLOB-13 4,750 05/2027;AYT CEC.GLOB;25/05/2007;25/05/2027;EUR;132,8400;11/09/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS MULTICEDENTES;ES0312298245;CM  AYT CEC.GLOB-25 4,500 12/2019;AYT CEC.GLOB;02/12/2009;02/12/2019;EUR;110,7250;14/08/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS MULTICEDENTES;ES0312298021;CM  AYT CEC.GLOB-3 3,750 12/2022;AYT CEC.GLOB;14/12/2005;14/12/2022;EUR;117,9474;15/09/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS MULTICEDENTES;ES0312298054;CM  AYT CEC.GLOB-6 4,000 03/2021;AYT CEC.GLOB;24/03/2006;24/03/2021;EUR;114,1300;29/08/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS MULTICEDENTES;ES0312358015;CM  AYT CED.IX-B 4,000 03/2020;AYT CED.IX;31/03/2005;31/03/2020;EUR;110,5330;14/09/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS MULTICEDENTES;ES0312362017;CM  AYT CED.VIII-B 4,250 11/2019;AYT CED.VIII;18/11/2004;18/11/2019;EUR;111,2578;19/04/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS MULTICEDENTES;ES0312342019;CM  AYT CED.X-B 3,750 06/2025;AYT CED.X;30/06/2005;30/06/2025;EUR;122,9960;11/09/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS MULTICEDENTES;ES0317045005;CM  CED.TDA 5-  4,125 11/2019;CED.TDA 5;29/11/2004;29/11/2019;EUR;110,4195;22/06/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS MULTICEDENTES;ES0317046003;CM  CED.TDA 6-  3,875 05/2025;CED.TDA 6;23/05/2005;23/05/2025;EUR;124,0310;13/09/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS MULTICEDENTES;ES0349045007;CM  IM CEDULA 10-  4,500 02/2022;IM CEDULA 10;21/02/2007;21/02/2022;EUR;119,0555;15/09/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS MULTICEDENTES;ES0347849004;CM  IM CEDULAS 5-  3,500 06/2020;IM CEDULAS 5;15/06/2005;15/06/2020;EUR;109,8986;15/09/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS MULTICEDENTES;ES0347784003;CM  IM CEDULAS 7-  4,000 03/2021;IM CEDULAS 7;31/03/2006;31/03/2021;EUR;114,0862;19/07/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS MULTICEDENTES;ES0334699008;CM  PRO INDP CED -P1 5,125 07/2022;PRO INDP CED;20/07/2007;20/07/2022;EUR;123,4260;04/08/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS MULTICEDENTES;ES0371622012;CM  PROG CED TDA-A4 4,125 04/2021;PROG CED TDA;10/04/2006;10/04/2021;EUR;114,8590;14/09/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS MULTICEDENTES;ES0371622046;CM  PROG CED TDA-A5 4,250 03/2027;PROG CED TDA;28/03/2007;28/03/2027;EUR;128,9854;28/06/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS MULTICEDENTES;ES0371622020;CM  PROG CED TDA-A6 4,250 04/2031;PROG CED TDA;10/04/2006;10/04/2031;EUR;147,4000;05/08/2019;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS TERRITORIALES;ES0413790249;CT  B. POPULAR-  VBLE 03/2023;B. POPULAR;14/03/2013;14/03/2023;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS TERRITORIALES;ES0413790181;CT  B. POPULAR-  VBLE 05/2020;B. POPULAR;25/05/2012;25/05/2020;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS TERRITORIALES;ES0413790447;CT  B. POPULAR-1 0,708 05/2024;B. POPULAR;18/05/2016;18/05/2024;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS TERRITORIALES;ES0413790371;CT  B. POPULAR-1 VBLE 07/2022;B. POPULAR;21/07/2014;21/07/2022;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS TERRITORIALES;ES0413860513;CT  B. SABADELL-2 VBLE 12/2019;B. SABADELL;16/12/2015;16/12/2019;EUR;100,0000;17/12/2015;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS TERRITORIALES;ES0413860679;CT  B. SABADELL-I VBLE 12/2024;B. SABADELL;18/12/2018;18/12/2024;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS TERRITORIALES;ES0413211832;CT  B.B.V.A-  VBLE 02/2020;B.B.V.A;27/02/2015;27/02/2020;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS TERRITORIALES;ES0413211451;CT  B.B.V.A-  VBLE 03/2022;B.B.V.A;07/03/2011;07/03/2022;EUR;;;50.000,00
SDC;08/11/2019 17:30:00;CÉDULAS TERRITORIALES;ES0413211212;CT  B.B.V.A-  VBLE 06/2022;B.B.V.A;27/06/2007;27/06/2022;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS TERRITORIALES;ES0413211477;CT  B.B.V.A-  VBLE 08/2023;B.B.V.A;03/08/2011;03/08/2023;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS TERRITORIALES;ES0413211857;CT  B.B.V.A-  VBLE 09/2020;B.B.V.A;11/09/2015;11/09/2020;EUR;100,0000;14/09/2015;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS TERRITORIALES;ES0413211907;CT  B.B.V.A-  VBLE 10/2021;B.B.V.A;17/10/2016;17/10/2021;EUR;100,0000;18/10/2016;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS TERRITORIALES;ES0413211980;CT  B.B.V.A-  VBLE 10/2024;B.B.V.A;14/10/2019;14/10/2024;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS TERRITORIALES;ES0413440258;CT  BANESTO-  VBLE 04/2020;BANESTO;13/04/2012;13/04/2020;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS TERRITORIALES;ES0413440274;CT  BANESTO-  VBLE 06/2022;BANESTO;28/06/2012;28/06/2022;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS TERRITORIALES;ES0440609255;CT  CAIXABANK-  VBLE 03/2020;CAIXABANK;26/03/2014;26/03/2020;EUR;100,0010;27/03/2014;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS TERRITORIALES;ES0440609297;CT  CAIXABANK-8 VBLE 06/2021;CAIXABANK;19/06/2015;19/06/2021;EUR;100,0010;22/06/2015;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS TERRITORIALES;ES0440609412;CT  CAIXABANK-9 VBLE 12/2022;CAIXABANK;21/12/2018;21/12/2022;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS TERRITORIALES;ES0422714107;CT  CAJAMAR-I 0,800 03/2022;CAJAMAR;14/03/2017;14/03/2022;EUR;100,0000;14/03/2017;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS TERRITORIALES;ES0413900350;CT  SANTANDER-7 VBLE 05/2021;SANTANDER;20/05/2014;20/05/2021;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS TERRITORIALES;ES0413900426;CT  SANTANDER-8 0,150 05/2020;SANTANDER;31/05/2016;31/05/2020;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;CÉDULAS TERRITORIALES;ES0413900459;CT  SANTANDER-9 0,098 07/2020;SANTANDER;12/07/2016;12/07/2020;EUR;;;100.000,00
SDC;08/11/2019 17:30:00;PARTICIP. PREFERENTES;ES0865936001;PPR ABANCA-  VBLE Perpetua;ABANCA;02/10/2018;Perpetua;EUR;;;200.000,00
SDC;08/11/2019 17:30:00;PARTICIP. PREFERENTES;ES0813211002;PPR B.B.V.A-7 VBLE Perpetua;B.B.V.A;24/09/2018;Perpetua;EUR;;;200.000,00
SDC;08/11/2019 17:30:00;PARTICIP. PREFERENTES;ES0813211010;PPR B.B.V.A-8 VBLE Perpetua;B.B.V.A;29/03/2019;Perpetua;EUR;;;200.000,00
SDC;08/11/2019 17:30:00;PARTICIP. PREFERENTES;ES0840609012;PPR CAIXABANK-  VBLE Perpetua;CAIXABANK;23/03/2018;Perpetua;EUR;94,9500;11/09/2019;200.000,00
SDC;08/11/2019 17:30:00;PARTICIP. PREFERENTES;ES0840609004;PPR CAIXABANK-  VBLE Perpetua;CAIXABANK;13/06/2017;Perpetua;EUR;107,5400;01/03/2019;200.000,00
SDC;08/11/2019 17:30:00;PARTICIP. PREFERENTES;ES0101339028;PPR CSABADELL PR-B VBLE Perpetua;CSABADELL PR;14/07/2006;Perpetua;EUR;92,0000;24/10/2019;50.000,00
SDC;08/11/2019 17:30:00;PARTICIP. PREFERENTES;ES0844251001;PPR IBERCAJA BAN-  VBLE Perpetua;IBERCAJA BAN;06/04/2018;Perpetua;EUR;;;200.000,00
SDC;08/11/2019 17:30:00;PARTICIP. PREFERENTES;ES0130124003;PPR SOS CUE PREF-  VBLE Perpetua;SOS CUE PREF;20/12/2006;Perpetua;EUR;22,0000;26/06/2018;50.000,00
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0370139000;BTH AYT.GEN. H2-A VBLE 12/2034;AYT.GEN. H2;11/06/2003;15/12/2034;EUR;99,3375;19/05/2017;10.285,40
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0370139018;BTH AYT.GEN. H2-B VBLE 12/2034;AYT.GEN. H2;11/06/2003;15/12/2034;EUR;70,8300;28/06/2010;27.645,57
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0370143002;BTH AYT.GEN. H3-A VBLE 07/2035;AYT.GEN. H3;12/11/2003;15/07/2035;EUR;99,1850;22/05/2017;11.158,99
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0370143010;BTH AYT.GEN. H3-B VBLE 07/2035;AYT.GEN. H3;12/11/2003;15/07/2035;EUR;84,0150;25/05/2016;31.457,12
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0370150007;BTH AYT.GEN. H4-A VBLE 05/2036;AYT.GEN. H4;01/04/2004;16/05/2036;EUR;98,8600;25/01/2017;13.702,89
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0370150015;BTH AYT.GEN. H4-B VBLE 05/2036;AYT.GEN. H4;01/04/2004;16/05/2036;EUR;84,0000;30/09/2013;28.280,42
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0312349014;BTH AYT.GEN. H6-A2 VBLE 01/2038;AYT.GEN. H6;14/06/2005;15/01/2038;EUR;94,7600;30/07/2015;22.669,96
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0312349022;BTH AYT.GEN. H6-B VBLE 01/2038;AYT.GEN. H6;14/06/2005;15/01/2038;EUR;;;45.715,96
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0312349030;BTH AYT.GEN. H6-C VBLE 01/2038;AYT.GEN. H6;14/06/2005;15/01/2038;EUR;89,3621;14/04/2015;45.715,96
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0312349048;BTH AYT.GEN. H6-D VBLE 01/2038;AYT.GEN. H6;14/06/2005;15/01/2038;EUR;90,4951;25/05/2015;45.715,96
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0312301015;BTH AYT.GEN.H10-A2 VBLE 03/2040;AYT.GEN.H10;26/06/2007;15/03/2040;EUR;96,4100;23/03/2015;18.639,40
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0312301023;BTH AYT.GEN.H10-B VBLE 03/2040;AYT.GEN.H10;26/06/2007;15/03/2040;EUR;22,4900;28/06/2010;50.000,00
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0312301031;BTH AYT.GEN.H10-C VBLE 03/2040;AYT.GEN.H10;26/06/2007;15/03/2040;EUR;16,4000;28/06/2010;33.639,06
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0312301049;BTH AYT.GEN.H10-D VBLE 03/2040;AYT.GEN.H10;26/06/2007;15/03/2040;EUR;10,4700;28/06/2010;31.069,09
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0312302013;BTH AYT.GEN.H11-A2 VBLE 11/2040;AYT.GEN.H11;18/12/2007;15/11/2040;EUR;63,9555;01/03/2012;20.389,97
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0312302021;BTH AYT.GEN.H11-B VBLE 11/2040;AYT.GEN.H11;18/12/2007;15/11/2040;EUR;19,6700;28/06/2010;33.172,40
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0312302039;BTH AYT.GEN.H11-C VBLE 11/2040;AYT.GEN.H11;18/12/2007;15/11/2040;EUR;15,2200;28/06/2010;33.172,40
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0312302047;BTH AYT.GEN.H11-D VBLE 11/2040;AYT.GEN.H11;18/12/2007;15/11/2040;EUR;6,6600;28/06/2010;33.172,40
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0312285002;BTH AYT.GEN.H12-A VBLE 03/2051;AYT.GEN.H12;21/07/2008;15/03/2051;EUR;70,7299;04/12/2009;16.644,77
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0312285010;BTH AYT.GEN.H12-B VBLE 03/2051;AYT.GEN.H12;21/07/2008;15/03/2051;EUR;16,1900;28/06/2010;50.000,00
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0312343017;BTH AYT.GEN.H7-A2 VBLE 09/2038;AYT.GEN.H7;28/11/2005;15/09/2038;EUR;97,3594;06/04/2017;13.745,84
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0312343025;BTH AYT.GEN.H7-B VBLE 09/2038;AYT.GEN.H7;28/11/2005;15/09/2038;EUR;82,4994;25/11/2015;22.721,25
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0312343033;BTH AYT.GEN.H7-C VBLE 09/2038;AYT.GEN.H7;28/11/2005;15/09/2038;EUR;78,0000;30/09/2013;22.721,25
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0312344015;BTH AYT.GEN.H8-A2 VBLE 05/2039;AYT.GEN.H8;12/06/2006;15/05/2039;EUR;96,9000;01/07/2016;13.498,28
SDC;08/11/2019 17:30:00;TITULIZACIÓN HIPOTECARIA;ES0312344023;BTH AYT.GEN.H8-B VBLE 05/2039;AYT.GEN.H8;12/06/2006;15/05/2039;EUR;83,5000;26/05/2016;21.539,80
