market;date;type;isin;description;issuer;issue_date;expiration_date;currency;last_price;last_price_date;nominal_price
SDP;08/11/2019 17:30:00;BONO DEL TESORO;ES00000128X2;BON TESORO PÚBLICO-  0,050 01/2021;TESORO PÚBLICO;06/06/2017;31/01/2021;EUR;100,6050;07/11/2019;1.000,00
SDP;08/11/2019 17:30:00;BONO DEL TESORO;ES0000012C46;BON TESORO PÚBLICO-  0,050 10/2021;TESORO PÚBLICO;09/10/2018;31/10/2021;EUR;100,8958;08/11/2019;1.000,00
SDP;08/11/2019 17:30:00;BONO DEL TESORO;ES0000012E85;BON TESORO PÚBLICO-  0,250 07/2024;TESORO PÚBLICO;16/04/2019;30/07/2024;EUR;102,0500;30/10/2019;1.000,00
SDP;08/11/2019 17:30:00;BONO DEL TESORO;ES0000012B62;BON TESORO PÚBLICO-  0,350 07/2023;TESORO PÚBLICO;22/05/2018;30/07/2023;EUR;102,2300;30/10/2019;1.000,00
SDP;08/11/2019 17:30:00;BONO DEL TESORO;ES00000128O1;BON TESORO PÚBLICO-  0,400 04/2022;TESORO PÚBLICO;24/01/2017;30/04/2022;EUR;102,0015;06/11/2019;1.000,00
SDP;08/11/2019 17:30:00;BONO DEL TESORO;ES0000012A97;BON TESORO PÚBLICO-  0,450 10/2022;TESORO PÚBLICO;10/10/2017;31/10/2022;EUR;102,3500;08/11/2019;1.000,00
SDP;08/11/2019 17:30:00;BONO DEL TESORO;ES00000128B8;BON TESORO PÚBLICO-  0,750 07/2021;TESORO PÚBLICO;08/03/2016;30/07/2021;EUR;102,3250;02/10/2019;1.000,00
SDP;08/11/2019 17:30:00;BONO DEL TESORO;ES00000127H7;BON TESORO PÚBLICO-  1,150 07/2020;TESORO PÚBLICO;16/06/2015;30/07/2020;EUR;101,3550;01/10/2019;1.000,00
SDP;08/11/2019 17:30:00;BONO DEL TESORO;ES00000126C0;BON TESORO PÚBLICO-  1,400 01/2020;TESORO PÚBLICO;08/07/2014;31/01/2020;EUR;100,4475;05/11/2019;1.000,00
SDP;08/11/2019 17:30:00;BONO DEL TESORO;ES0000012B70;BON TESORO PÚBLICO-IDX 0,150 11/2023;TESORO PÚBLICO;30/11/2017;30/11/2023;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;BONO DEL TESORO;ES00000128D4;BON TESORO PÚBLICO-IDX 0,300 11/2021;TESORO PÚBLICO;10/05/2016;30/11/2021;EUR;103,3800;02/07/2019;1.000,00
SDP;08/11/2019 17:30:00;BONO DEL TESORO;ES00000126W8;BON TESORO PÚBLICO-IDX 0,550 11/2019;TESORO PÚBLICO;14/10/2014;30/11/2019;EUR;101,4300;22/02/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES0000012F43;OBL TESORO PÚBLICO-  0,600 10/2029;TESORO PÚBLICO;19/06/2019;31/10/2029;EUR;102,1000;08/11/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000128H5;OBL TESORO PÚBLICO-  1,300 10/2026;TESORO PÚBLICO;26/07/2016;31/10/2026;EUR;108,6200;06/11/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES0000012B39;OBL TESORO PÚBLICO-  1,400 04/2028;TESORO PÚBLICO;30/01/2018;30/04/2028;EUR;110,8420;31/10/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES0000012B88;OBL TESORO PÚBLICO-  1,400 07/2028;TESORO PÚBLICO;03/07/2018;30/07/2028;EUR;109,6600;08/11/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES0000012E51;OBL TESORO PÚBLICO-  1,450 04/2029;TESORO PÚBLICO;29/01/2019;30/04/2029;EUR;110,9500;06/11/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES0000012A89;OBL TESORO PÚBLICO-  1,450 10/2027;TESORO PÚBLICO;04/07/2017;31/10/2027;EUR;110,9300;22/10/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000128P8;OBL TESORO PÚBLICO-  1,500 04/2027;TESORO PÚBLICO;31/01/2017;30/04/2027;EUR;111,3215;01/10/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000126Z1;OBL TESORO PÚBLICO-  1,600 04/2025;TESORO PÚBLICO;27/01/2015;30/04/2025;EUR;109,0800;08/11/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES0000012E69;OBL TESORO PÚBLICO-  1,850 07/2035;TESORO PÚBLICO;05/03/2019;30/07/2035;EUR;115,7200;08/11/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000127Z9;OBL TESORO PÚBLICO-  1,950 04/2026;TESORO PÚBLICO;19/01/2016;30/04/2026;EUR;112,6500;28/10/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000127A2;OBL TESORO PÚBLICO-  1,950 07/2030;TESORO PÚBLICO;04/03/2015;30/07/2030;EUR;116,6000;07/11/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000127G9;OBL TESORO PÚBLICO-  2,150 10/2025;TESORO PÚBLICO;09/06/2015;31/10/2025;EUR;113,0000;01/11/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000128Q6;OBL TESORO PÚBLICO-  2,350 07/2033;TESORO PÚBLICO;01/03/2017;30/07/2033;EUR;122,0000;29/10/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES0000012B47;OBL TESORO PÚBLICO-  2,700 10/2048;TESORO PÚBLICO;27/02/2018;31/10/2048;EUR;135,0000;08/11/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000126B2;OBL TESORO PÚBLICO-  2,750 10/2024;TESORO PÚBLICO;20/06/2014;31/10/2024;EUR;114,7900;31/10/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000128C6;OBL TESORO PÚBLICO-  2,900 10/2046;TESORO PÚBLICO;15/03/2016;31/10/2046;EUR;138,1500;08/11/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000128E2;OBL TESORO PÚBLICO-  3,450 07/2066;TESORO PÚBLICO;18/05/2016;30/07/2066;EUR;165,6500;12/08/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000124W3;OBL TESORO PÚBLICO-  3,800 04/2024;TESORO PÚBLICO;29/01/2014;30/04/2024;EUR;118,6800;19/09/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000122D7;OBL TESORO PÚBLICO-  4,000 04/2020;TESORO PÚBLICO;20/01/2010;30/04/2020;EUR;102,2850;24/10/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000126D8;OBL TESORO PÚBLICO-  4,000 10/2064;TESORO PÚBLICO;08/09/2014;31/10/2064;EUR;137,5000;29/01/2016;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES0000012932;OBL TESORO PÚBLICO-  4,200 01/2037;TESORO PÚBLICO;17/01/2005;31/01/2037;EUR;156,5000;17/10/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000123X3;OBL TESORO PÚBLICO-  4,400 10/2023;TESORO PÚBLICO;21/05/2013;31/10/2023;EUR;117,9000;08/11/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000122E5;OBL TESORO PÚBLICO-  4,650 07/2025;TESORO PÚBLICO;24/02/2010;30/07/2025;EUR;127,1115;29/10/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000121S7;OBL TESORO PÚBLICO-  4,700 07/2041;TESORO PÚBLICO;28/09/2009;30/07/2041;EUR;173,8000;06/11/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000121G2;OBL TESORO PÚBLICO-  4,800 01/2024;TESORO PÚBLICO;16/09/2008;31/01/2024;EUR;122,0165;10/10/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000122T3;OBL TESORO PÚBLICO-  4,850 10/2020;TESORO PÚBLICO;13/07/2010;31/10/2020;EUR;105,2200;07/11/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000120N0;OBL TESORO PÚBLICO-  4,900 07/2040;TESORO PÚBLICO;20/06/2007;30/07/2040;EUR;179,4424;30/09/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000124C5;OBL TESORO PÚBLICO-  5,150 10/2028;TESORO PÚBLICO;16/07/2013;31/10/2028;EUR;144,1000;17/10/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000124H4;OBL TESORO PÚBLICO-  5,150 10/2044;TESORO PÚBLICO;16/10/2013;31/10/2044;EUR;196,4000;26/09/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000123U9;OBL TESORO PÚBLICO-  5,400 01/2023;TESORO PÚBLICO;29/01/2013;31/01/2023;EUR;118,6249;30/10/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000123B9;OBL TESORO PÚBLICO-  5,500 04/2021;TESORO PÚBLICO;24/01/2011;30/04/2021;EUR;108,0000;24/10/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES0000012411;OBL TESORO PÚBLICO-  5,750 07/2032;TESORO PÚBLICO;23/01/2001;30/07/2032;EUR;168,5000;07/10/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000123K0;OBL TESORO PÚBLICO-  5,850 01/2022;TESORO PÚBLICO;22/11/2011;31/01/2022;EUR;113,9670;08/11/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000123C7;OBL TESORO PÚBLICO-  5,900 07/2026;TESORO PÚBLICO;15/03/2011;30/07/2026;EUR;139,6190;31/10/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES0000011868;OBL TESORO PÚBLICO-  6,000 01/2029;TESORO PÚBLICO;15/01/1998;31/01/2029;EUR;151,7600;08/11/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000128S2;OBL TESORO PÚBLICO-IDX 0,650 11/2027;TESORO PÚBLICO;04/05/2017;30/11/2027;EUR;112,5000;04/10/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES0000012C12;OBL TESORO PÚBLICO-IDX 0,700 11/2033;TESORO PÚBLICO;30/11/2017;30/11/2033;EUR;106,7700;06/05/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000127C8;OBL TESORO PÚBLICO-IDX 1,000 11/2030;TESORO PÚBLICO;31/03/2015;30/11/2030;EUR;119,5000;22/07/2019;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES0000012F19;OBL TESORO PÚBLICO-IDX 1,000 11/2048;TESORO PÚBLICO;30/11/2018;30/11/2048;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES0000012F27;OBL TESORO PÚBLICO-IDX 1,050 11/2049;TESORO PÚBLICO;30/11/2018;30/11/2049;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES0000012F35;OBL TESORO PÚBLICO-IDX 1,100 11/2050;TESORO PÚBLICO;30/11/2018;30/11/2050;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;OBLIGACION DEL TESORO;ES00000126A4;OBL TESORO PÚBLICO-IDX 1,800 11/2024;TESORO PÚBLICO;20/05/2014;30/11/2024;EUR;116,1500;16/04/2019;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000107476;AUT C. ARAGON-  2,100 10/2020;C. ARAGON;17/07/2014;31/10/2020;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000107104;AUT C. ARAGON-  3,930 12/2035;C. ARAGON;30/01/2006;29/12/2035;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000107468;AUT C. ARAGON-  4,000 10/2022;C. ARAGON;20/02/2014;20/10/2022;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000107435;AUT C. ARAGON-  4,420 04/2028;C. ARAGON;23/01/2014;30/04/2028;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000107120;AUT C. ARAGON-  4,470 07/2021;C. ARAGON;12/07/2006;12/07/2021;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000107112;AUT C. ARAGON-  4,6455 07/2036;C. ARAGON;11/07/2006;11/07/2036;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000107138;AUT C. ARAGON-  4,815 10/2022;C. ARAGON;01/01/2007;10/10/2022;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000107211;AUT C. ARAGON-  5,000 10/2020;C. ARAGON;04/10/2010;04/10/2020;EUR;;;50.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000107229;AUT C. ARAGON-  5,100 10/2020;C. ARAGON;04/10/2010;04/10/2020;EUR;;;50.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000107237;AUT C. ARAGON-  5,100 11/2020;C. ARAGON;15/11/2010;15/11/2020;EUR;;;50.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000107450;AUT C. ARAGON-  5,150 01/2037;C. ARAGON;14/02/2014;31/01/2037;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000107252;AUT C. ARAGON-  6,625 02/2023;C. ARAGON;21/02/2011;21/02/2023;EUR;;;50.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000107344;AUT C. ARAGON-  7,500 03/2027;C. ARAGON;01/03/2012;01/03/2027;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000107401;AUT C. ARAGON-  8,250 01/2027;C. ARAGON;17/01/2013;17/01/2027;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000107195;AUT C. ARAGON-  VBLE 01/2025;C. ARAGON;28/01/2010;28/01/2025;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000093429;AUT C. CANARIAS-  0,500 12/2019;C. CANARIAS;18/12/2014;18/12/2019;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000093270;AUT C. CANARIAS-  3,900 11/2035;C. CANARIAS;30/11/2005;30/11/2035;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000093296;AUT C. CANARIAS-  4,200 10/2036;C. CANARIAS;25/10/2006;25/10/2036;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000093254;AUT C. CANARIAS-  4,450 11/2019;C. CANARIAS;17/11/2004;17/11/2019;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000093361;AUT C. CANARIAS-  4,929 03/2020;C. CANARIAS;09/03/2010;09/03/2020;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000093148;AUT C. CANARIAS-  5,750 10/2029;C. CANARIAS;02/08/1999;15/10/2029;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000102246;AUT C. MURCIA-  2,168 12/2023;C. MURCIA;11/12/2014;11/12/2023;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000102139;AUT C. MURCIA-  4,695 03/2020;C. MURCIA;30/03/2010;30/03/2020;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000102162;AUT C. MURCIA-  VBLE 07/2031;C. MURCIA;29/07/2011;29/07/2031;EUR;;;100.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000102170;AUT C. MURCIA-  VBLE 10/2031;C. MURCIA;13/10/2011;13/10/2031;EUR;;;100.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001351479;AUT C.CAS LEON-  0,350 11/2020;C.CAS LEON;24/11/2016;24/11/2020;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001351446;AUT C.CAS LEON-  0,700 06/2021;C.CAS LEON;03/06/2016;03/06/2021;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001351537;AUT C.CAS LEON-  1,110 04/2029;C.CAS LEON;23/05/2019;30/04/2029;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001351453;AUT C.CAS LEON-  1,200 10/2026;C.CAS LEON;13/10/2016;13/10/2026;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001351461;AUT C.CAS LEON-  1,585 10/2031;C.CAS LEON;13/10/2016;13/10/2031;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001351503;AUT C.CAS LEON-  1,870 11/2027;C.CAS LEON;22/05/2017;22/11/2027;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001351487;AUT C.CAS LEON-  1,950 03/2027;C.CAS LEON;10/03/2017;10/03/2027;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001351495;AUT C.CAS LEON-  1,975 05/2028;C.CAS LEON;12/05/2017;12/05/2028;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001351529;AUT C.CAS LEON-  1,990 03/2034;C.CAS LEON;15/03/2019;15/03/2034;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001351404;AUT C.CAS LEON-  2,080 12/2023;C.CAS LEON;01/12/2014;01/12/2023;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001351511;AUT C.CAS LEON-  2,300 02/2039;C.CAS LEON;28/02/2019;28/02/2039;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001351412;AUT C.CAS LEON-  2,350 03/2025;C.CAS LEON;01/12/2014;24/03/2025;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001351438;AUT C.CAS LEON-  2,750 12/2029;C.CAS LEON;17/12/2014;17/12/2029;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001351396;AUT C.CAS LEON-  4,000 04/2024;C.CAS LEON;06/03/2014;30/04/2024;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001351362;AUT C.CAS LEON-  4,400 05/2020;C.CAS LEON;22/05/2013;22/05/2020;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001351180;AUT C.CAS LEON-  4,650 11/2022;C.CAS LEON;08/11/2007;08/11/2022;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001351370;AUT C.CAS LEON-  4,700 06/2022;C.CAS LEON;20/06/2013;20/06/2022;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001351255;AUT C.CAS LEON-  6,600 02/2023;C.CAS LEON;24/02/2011;24/02/2023;EUR;;;50.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001351297;AUT C.CAS LEON-  7,200 11/2026;C.CAS LEON;11/11/2011;11/11/2026;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001351263;AUT C.CAS LEON-  VBLE 03/2023;C.CAS LEON;22/03/2011;22/03/2023;EUR;;;50.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001351420;AUT C.CAS LEON-  VBLE 12/2026;C.CAS LEON;10/12/2014;10/12/2026;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001350273;AUT C.CAS MANCHA-  1,852 12/2021;C.CAS MANCHA;17/12/2014;17/12/2021;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001350125;AUT C.CAS MANCHA-  3,875 01/2036;C.CAS MANCHA;31/01/2006;31/01/2036;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001350133;AUT C.CAS MANCHA-  4,625 11/2022;C.CAS MANCHA;30/11/2007;30/11/2022;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001350216;AUT C.CAS MANCHA-  5,800 01/2021;C.CAS MANCHA;13/12/2010;30/01/2021;EUR;;;100.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001350174;AUT C.CAS MANCHA-  5,950 09/2030;C.CAS MANCHA;09/09/2010;09/09/2030;EUR;;;50.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001350208;AUT C.CAS MANCHA-  6,000 01/2021;C.CAS MANCHA;29/11/2010;15/01/2021;EUR;;;50.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001350224;AUT C.CAS MANCHA-  6,000 01/2021;C.CAS MANCHA;11/01/2011;31/01/2021;EUR;;;50.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001350257;AUT C.CAS MANCHA-  7,705 02/2033;C.CAS MANCHA;28/04/2011;15/02/2033;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001350141;AUT C.CAS MANCHA-  VBLE 07/2025;C.CAS MANCHA;05/07/2010;05/07/2025;EUR;;;50.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001350117;AUT C.CAS MANCHA-  VBLE 12/2023;C.CAS MANCHA;05/12/2003;05/12/2023;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001353459;AUT C.F.NAVARRA-  1,342 05/2033;C.F.NAVARRA;29/05/2019;29/05/2033;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001353400;AUT C.F.NAVARRA-  1,592 11/2028;C.F.NAVARRA;21/11/2016;21/11/2028;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001353418;AUT C.F.NAVARRA-  1,600 03/2026;C.F.NAVARRA;03/03/2017;03/03/2026;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001353426;AUT C.F.NAVARRA-  1,747 05/2029;C.F.NAVARRA;29/05/2017;29/05/2029;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001353434;AUT C.F.NAVARRA-  1,950 05/2037;C.F.NAVARRA;04/05/2018;04/05/2037;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001353384;AUT C.F.NAVARRA-  2,033 11/2023;C.F.NAVARRA;28/11/2014;28/11/2023;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001353442;AUT C.F.NAVARRA-  2,100 04/2044;C.F.NAVARRA;30/04/2019;30/04/2044;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001353392;AUT C.F.NAVARRA-  2,128 02/2028;C.F.NAVARRA;19/02/2016;19/02/2028;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001353376;AUT C.F.NAVARRA-  3,587 02/2022;C.F.NAVARRA;14/02/2014;14/02/2022;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001353368;AUT C.F.NAVARRA-  3,950 02/2024;C.F.NAVARRA;14/02/2014;14/02/2024;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001353228;AUT C.F.NAVARRA-  4,000 11/2021;C.F.NAVARRA;23/11/2006;23/11/2021;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001353350;AUT C.F.NAVARRA-  4,250 01/2024;C.F.NAVARRA;19/12/2013;31/01/2024;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001353269;AUT C.F.NAVARRA-  4,300 02/2020;C.F.NAVARRA;17/02/2010;17/02/2020;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001348244;AUT C.ILLES BALE-  1,549 11/2028;C.ILLES BALE;19/02/2019;21/11/2028;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001348053;AUT C.ILLES BALE-  3,869 11/2020;C.ILLES BALE;23/11/2005;23/11/2020;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001348061;AUT C.ILLES BALE-  4,063 11/2035;C.ILLES BALE;23/11/2005;23/11/2035;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001348103;AUT C.ILLES BALE-  4,796 03/2020;C.ILLES BALE;04/03/2010;04/03/2020;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0001348202;AUT C.ILLES BALE-  VBLE 05/2023;C.ILLES BALE;25/05/2011;25/05/2023;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000103103;AUT CC AA RIOJA-  0,375 04/2021;CC AA RIOJA;04/04/2017;30/04/2021;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000103111;AUT CC AA RIOJA-  0,650 12/2023;CC AA RIOJA;29/12/2017;29/12/2023;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000103053;AUT CC AA RIOJA-  1,840 03/2020;CC AA RIOJA;01/07/2014;03/03/2020;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000101776;AUT COM.MADRID-  0,204 10/2020;COM.MADRID;05/10/2016;05/10/2020;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000101719;AUT COM.MADRID-  0,727 05/2021;COM.MADRID;19/05/2016;19/05/2021;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000101842;AUT COM.MADRID-  0,747 04/2022;COM.MADRID;18/04/2017;30/04/2022;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000101768;AUT COM.MADRID-  0,997 09/2024;COM.MADRID;30/09/2016;30/09/2024;EUR;;;1.000,00
SDP;08/11/2019 17:30:00;DEUDA C.C.A.A.;ES0000101685;AUT COM.MADRID-  1,025 05/2021;COM.MADRID;06/05/2015;06/05/2021;EUR;;;1.000,00
